"取引No","取引日","借方勘定科目","借方補助科目","借方部門","借方取引先","借方税区分","借方インボイス","借方金額(円)","貸方勘定科目","貸方補助科目","貸方部門","貸方取引先","貸方税区分","貸方インボイス","貸方金額(円)","摘要","タグ","メモ"
"878","2026/01/06","備品・消耗品費","","","","課税仕入 10%","","56978","未払金","AMEXカード","","","対象外","","56978","デル テクノロジーズ","",""
"1028","2026/01/06","租税公課","","","","対象外","","600","短期借入金","篠原","","","対象外","","600","宇都宮地方法務局　印紙代","",""
"604","2026/01/07","長期借入金","西京信用金庫①　＠27,000","","","対象外","","27000","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","30183","証書貸付","",""
"604","2026/01/07","支払利息","西京信用金庫①","","","対象外","","3183","","","","","","","","証書貸付","",""
"710","2026/01/07","備品・消耗品費","","","","課税仕入 10%","","1171","未払金","AMEXカード","","","対象外","","1171","アマゾン シーオージェーピー","",""
"826","2026/01/07","通信費","","","","課税仕入 10%","","4281","未払金","AMEXカード","","","対象外","","4281","NOTION LABS, INC.","",""
"879","2026/01/07","修繕費","","","","課税仕入 10%","","52000","未払金","AMEXカード","","","対象外","","52000","栃木トヨタ自動車 不動前店 栃木県 宇　整備代","",""
"532","2026/01/08","支払報酬","","","","課税仕入 10%","","55000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","55000","出金 NSS.ホウリツコモンリヨウ","",""
"533","2026/01/08","支払報酬","","","","課税仕入 10%","","60500","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","60500","出金 NSSゼイムコモンリヨウホカ","",""
"612","2026/01/08","支払報酬","","","","課税仕入 10%","","55000","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","55000","出金 NSS.シヤロウシ","",""
"613","2026/01/08","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","380160","売掛金","綿半パートナーズ㈱","","","対象外","","380160","振込入金 ワタハンパ-トナ-ズ.カ","",""
"763","2026/01/08","通信費","","","","課税仕入 10%","","11550","未払金","AMEXカード","","","対象外","","11550","SQSP* DOMAIN#217090329","",""
"711","2026/01/09","備品・消耗品費","","","","課税仕入 10%","","3489","未払金","AMEXカード","","","対象外","","3489","アマゾン シーオージェーピー","",""
"841","2026/01/09","通信費","","","","課税仕入 10%","","2719","未払金","AMEXカード","","","対象外","","2719","MICROSOFT JAPAN CO., LTD.","",""
"844","2026/01/09","通信費","","","","課税仕入 10%","","66000","未払金","AMEXカード","","","対象外","","66000","WANTEDLY, INC.","",""
"614","2026/01/10","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","仮払金","","","","対象外","","19800","振込入金 フク)ユウ","",""
"702","2026/01/10","旅費交通費","","","","課税仕入 10%","","1140","未払金","AMEXカード","","","対象外","","1140","ETC 東日本高速道路 関東支社","",""
"703","2026/01/10","旅費交通費","","","","課税仕入 10%","","1140","未払金","AMEXカード","","","対象外","","1140","ETC 東日本高速道路 関東支社","",""
"820","2026/01/10","旅費交通費","","","","課税仕入 10%","","5188","未払金","AMEXカード","","","対象外","","5188","ENEOS","",""
"827","2026/01/10","通信費","","","","課税仕入 10%","","4323","未払金","AMEXカード","","","対象外","","4323","NOTION LABS, INC.","",""
"839","2026/01/10","通信費","","","","課税仕入 10%","","16402","未払金","AMEXカード","","","対象外","","16402","CURSOR USAGE MID DEC","",""
"846","2026/01/10","通信費","","","","課税仕入 10%","","220","未払金","AMEXカード","","","対象外","","220","T-CONNECT/G-LINK利用料","",""
"906","2026/01/10","預り金","報酬源泉","","","対象外","","166984","未払金","AMEXカード","","","対象外","","166984","源泉所得税及復興特別所得税","",""
"800","2026/01/11","通信費","","","","課税仕入 10%","","12248","未払金","AMEXカード","","","対象外","","12248","GITHUB, INC.","",""
"849","2026/01/11","通信費","","","","課税仕入 10%","","9825","未払金","AMEXカード","","","対象外","","9825","LUCIDCHART.COM/CHARGE","",""
"764","2026/01/12","通信費","","","","課税仕入 10%","","3602","未払金","AMEXカード","","","対象外","","3602","OPENAI *CHATGPT SUBSCR","",""
"765","2026/01/12","通信費","","","","課税仕入 10%","","918","未払金","AMEXカード","","","対象外","","918","X CORP. PAID FEATURES","",""
"828","2026/01/12","通信費","","","","課税仕入 10%","","29311","未払金","AMEXカード","","","対象外","","29311","NOTION LABS, INC.","",""
"615","2026/01/13","支払手数料","","","","課税仕入 10%","","9350","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","9350","出金 RKS(ナレツジソサエテイ","",""
"616","2026/01/13","未払金","AMEXカード","","","対象外","","981693","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","981693","出金 アメツクス","",""
"617","2026/01/13","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","1099835","売掛金","ストライプジャパン","","","対象外","","1099835","振込入金 RAKUCO ストライプジヤパン(カ","",""
"618","2026/01/13","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","株式会社SUN","","","対象外","","19800","振込入金 カ)サン","",""
"695","2026/01/13","通信費","","","","課税仕入 10%","","1958","未払金","AMEXカード","","","対象外","","1958","ATLASSIAN","",""
"801","2026/01/13","通信費","","","","課税仕入 10%","","8638","未払金","AMEXカード","","","対象外","","8638","GITHUB, INC.","",""
"880","2026/01/13","通信費","","","","課税仕入 10%","","1320","未払金","AMEXカード","","","対象外","","1320","さくらインターネット 大阪府 大阪市北","",""
"881","2026/01/13","通信費","","","","課税仕入 10%","","1320","未払金","AMEXカード","","","対象外","","1320","さくらインターネット 大阪府 大阪市北","",""
"882","2026/01/13","旅費交通費","","","","課税仕入 10%","","6890","未払金","AMEXカード","","","対象外","","6890","JR東日本 えきねっと 東京都 渋谷区","",""
"883","2026/01/13","旅費交通費","","","","課税仕入 10%","","6890","未払金","AMEXカード","","","対象外","","6890","JR東日本 えきねっと 東京都 渋谷区","",""
"884","2026/01/13","会議費","","","","課税仕入 (軽)8%","","2300","未払金","AMEXカード","","","対象外","","2300","JR東日本クロスステーション専門店〔営","",""
"1029","2026/01/13","備品・消耗品費","","","","課税仕入 10%","","1360","短期借入金","篠原","","","対象外","","1360","セブンイレブン　プリント代","",""
"1030","2026/01/13","租税公課","","","","対象外","","1480","短期借入金","篠原","","","対象外","","1480","九段合同庁舎店　印紙代","",""
"1113","2026/01/13","通信費","","","","課税仕入 10%","","3850","未払金","AMEXカード","","","対象外","","3850","イプシロン 東京都 渋谷区","",""
"605","2026/01/14","預り金","源泉所得税","","","対象外","","84840","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","84840","PEコウジマチゼイム","",""
"852","2026/01/14","通信費","","","","課税仕入 10%","","5940","未払金","AMEXカード","","","対象外","","5940","DROPBOX*DVTPLQ1XTN4Q","",""
"854","2026/01/14","通信費","","","","課税仕入 10%","","7451","未払金","AMEXカード","","","対象外","","7451","ZOOM.COM 888-799-9666","",""
"885","2026/01/14","未払金","AMEXカード","","","対象外","","6890","雑収入","","","","対象外","","6890","お支払/調整分 SAFEKEYポイント充当分","",""
"534","2026/01/15","支払手数料","","","","課税仕入 10%","","3300","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","3300","出金 WEB テスウリヨウ","",""
"535","2026/01/15","支払手数料","","","","課税仕入 10%","","660","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","660","出金 フリコミテスウリヨウ","",""
"606","2026/01/15","支払手数料","","","","課税仕入 10%","","1100","普通預金","【法人】西京信用金庫八重洲口営業部普通3127546","","","対象外","","1100","手数料 FB基本料","",""
"619","2026/01/15","買掛金","宮崎滉己","","","対象外","","150848","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","150848","出金 ミヤザキ コウキ","",""
"620","2026/01/15","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","19800","売掛金","その他(済)","","","対象外","","19800","振込入金 カ)イ-フエイス","",""
"621","2026/01/15","普通預金","【法人】みずほ銀行(ビジネスWEB)九段支店普通302949","","","対象外","","39600","売掛金","ひょうご障害者福祉協同組合","","","対象外","","39600","振込入金 ヒヨウゴシヨウガイシヤフクシキヨウドウクミアイ","",""
"739","2026/01/15","通信費","","","","課税仕入 10%","","4300","未払金","AMEXカード","","","対象外","","4300","GOOGLE *NIKKEIDENSHIBA","",""
"1031","2026/01/15","租税公課","","","","対象外","","1100","短期借入金","篠原","","","対象外","","1100","宇都宮地方法務局　印紙代","",""
"856","2026/01/16","通信費","","","","課税仕入 10%","","924","未払金","AMEXカード","","","対象外","","924","CHATWORK BUSINESS PLAN","",""
"886","2026/01/16","旅費交通費","","","","課税仕入 10%","","1200","未払金","AMEXカード","","","対象外","","1200","アイポスネット 駐車場料金 東京都 墨","",""
"887","2026/01/16","旅費交通費","","","","課税仕入 10%","","7090","未払金","AMEXカード","","","対象外","","7090","JR東日本 えきねっと 東京都 渋谷区","",""
"888","2026/01/16","旅費交通費","","","","課税仕入 10%","","7090","未払金","AMEXカード","","","対象外","","7090","JR東日本 えきねっと 東京都 渋谷区","",""
"859","2026/01/17","旅費交通費","","","","課税仕入 10%","","22466","未払金","AMEXカード","","","対象外","","22466","SLACK T05H3DYSUQ0","",""
